Dex No.,Name,Forme,Classification,Generation,Primary Type,Secondary Type,Ability 1,Ability 2,Hidden Ability,Gender,Male Gender Ratio,Female Gender Ratio,Catch Rate,Egg Group 1,Egg Group 2,Hatch Time Cycles,Height (In),Height (M),Weight (Lbs),Weight (Kg),Mega Stone 1,Mega Stone 2,EXP Yield (Gen I),EXP Yield (Gen II),EXP Yield (Gen III),EXP Yield (Gen IV),EXP Yield (Gen V+),Leveling Rate,EV Yield (HP),EV Yield (Attack),EV Yield (Defense),EV Yield (Sp.Atk),EV Yield (Sp.Def),EV Yield (Speed),Shape Img URL,Footprint Img Url,Base Friendship,Base HP,Base Attack,Base Defense,Base Special Attack,Base Special Defense,Base Speed,Base Stat Total,Color
#0028,Sandslash,Alolan Sandslash,Mouse Pokémon,Generation VII,Ice,Steel,Snow Cloak,,Slush Rush,,0.5,0.5,90,Field,,20,47,1.2,121.3,55.0,,,163,163,163,163,158,Medium Fast,0,0,2,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/9/97/F0028.png,70,||||||75|75|75,||||||100|100|100,||||||120|120|120,||||||25|25|25,||||||65|65|65,||||||65|65|65,||||||450|450|450,Blue
#0029,Nidoran♀,,Poison Pin Pokémon,Generation I,Poison,,Poison Point,Rivalry,Hustle,M,1,0,235,Monster,Field,20,16,0.4,15.4,7.0,,,59,59,59,59,55,Medium Slow,1,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/d/d1/F0029.png,70,55|55|55|55|55|55|55|55|55,47|47|47|47|47|47|47|47|47,52|52|52|52|52|52|52|52|52,40|40|40|40|40|40|40|40|40,40|40|40|40|40|40|40|40|40,41|41|41|41|41|41|41|41|41,275|275|275|275|275|275|275|275|275,Blue
#0030,Nidorina,,Poison Pin Pokémon,Generation I,Poison,,Poison Point,Rivalry,Hustle,M,1,0,120,,,20,31,0.8,44.1,20.0,,,117,117,117,117,128,Medium Slow,2,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/e/e0/F0030.png,70,70|70|70|70|70|70|70|70|70,62|62|62|62|62|62|62|62|62,67|67|67|67|67|67|67|67|67,55|55|55|55|55|55|55|55|55,55|55|55|55|55|55|55|55|55,56|56|56|56|56|56|56|56|56,365|365|365|365|365|365|365|365|365,Blue
#0031,Nidoqueen,,Drill Pokémon,Generation I,Poison,Ground,Poison Point,Rivalry,Sheer Force,M,1,0,45,,,20,51,1.3,132.3,60.0,,,194,194,194,194,227,Medium Slow,3,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/8f/F0031.png,70,90|90|90|90|90|90|90|90|90,82|82|82|82|82|92|92|92|92,87|87|87|87|87|87|87|87|87,75|75|75|75|75|75|75|75|75,85|85|85|85|85|85|85|85|85,76|76|76|76|76|76|76|76|76,495|495|495|495|495|505|505|505|505,Blue
#0032,Nidoran♂,,Poison Pin Pokémon,Generation I,Poison,,Poison Point,Rivalry,Hustle,M,1,0,235,Monster,Field,20,20,0.5,19.8,9.0,,,60,60,60,60,55,Medium Slow,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/e/e8/F0032.png,70,46|46|46|46|46|46|46|46|46,57|57|57|57|57|57|57|57|57,40|40|40|40|40|40|40|40|40,40|40|40|40|40|40|40|40|40,40|40|40|40|40|40|40|40|40,50|50|50|50|50|50|50|50|50,273|273|273|273|273|273|273|273|273,Purple
#0033,Nidorino,,Poison Pin Pokémon,Generation I,Poison,,Poison Point,Rivalry,Hustle,M,1,0,120,Monster,Field,20,35,0.9,43.0,19.5,,,118,118,118,118,128,Medium Slow,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/2/20/F0033.png,70,61|61|61|61|61|61|61|61|61,72|72|72|72|72|72|72|72|72,57|57|57|57|57|57|57|57|57,55|55|55|55|55|55|55|55|55,55|55|55|55|55|55|55|55|55,65|65|65|65|65|65|65|65|65,365|365|365|365|365|365|365|365|365,Purple
#0034,Nidoking,,Drill Pokémon,Generation I,Poison,Ground,Poison Point,Rivalry,Sheer Force,M,1,0,45,Monster,Field,20,55,1.4,136.7,62.0,,,195,195,195,195,227,Medium Slow,0,3,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/1/1e/F0034.png,70,81|81|81|81|81|81|81|81|81,92|92|92|92|92|102|102|102|102,77|77|77|77|77|77|77|77|77,85|85|85|85|85|85|85|85|85,75|75|75|75|75|75|75|75|75,85|85|85|85|85|85|85|85|85,495|495|495|495|495|505|505|505|505,Purple
#0035,Clefairy,,Fairy Pokémon,Generation I,Fairy,,Cute Charm,Magic Guard,Friend Guard,,0.25,0.75,150,Fairy,,20,24,0.6,16.5,7.5,,,68,68,68,68,113,Fast,2,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/f/f2/F0035.png,140,70|70|70|70|70|70|70|70|70,45|45|45|45|45|45|45|45|45,48|48|48|48|48|48|48|48|48,60|60|60|60|60|60|60|60|60,65|65|65|65|65|65|65|65|65,35|35|35|35|35|35|35|35|35,323|323|323|323|323|323|323|323|323,Pink
#0036,Clefable,,Fairy Pokémon,Generation I,Fairy,,Cute Charm,Magic Guard,Unaware,,0.25,0.75,25,Fairy,,10,51,1.3,88.2,40.0,,,129,129,129,129,217,Fast,3,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/d/d8/F0036.png,140,95|95|95|95|95|95|95|95|95,70|70|70|70|70|70|70|70|70,73|73|73|73|73|73|73|73|73,85|85|85|85|85|95|95|95|95,90|90|90|90|90|90|90|90|90,60|60|60|60|60|60|60|60|60,473|473|473|473|473|483|483|483|483,Pink
#0037,Vulpix,,Fox Pokémon,Generation I,Fire,,Flash Fire,Snow Cloak,Drought,,0.25,0.75,190,Field,,20,24,0.6,21.8,9.9,,,63,63,63,63,60,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/d/de/F0037.png,70,38|38|38|38|38|38|38|38|38,41|41|41|41|41|41|41|41|41,40|40|40|40|40|40|40|40|40,50|50|50|50|50|50|50|50|50,65|65|65|65|65|65|65|65|65,65|65|65|65|65|65|65|65|65,299|299|299|299|299|299|299|299|299,Brown
#0037,Vulpix,Alolan Vulpix,Fox Pokémon,Generation VII,Ice,,Snow Cloak,,Snow Warning,,0.25,0.75,190,Field,,20,24,0.6,21.8,9.9,,,63,63,63,63,60,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/d/de/F0037.png,70,||||||38|38|38,||||||41|41|41,||||||40|40|40,||||||50|50|50,||||||65|65|65,||||||65|65|65,||||||299|299|299,White
#0038,Ninetales,,Fox Pokémon,Generation I,Fire,,Flash Fire,Snow Cloak,Drought,,0.25,0.75,75,Field,,20,43,1.1,43.9,19.9,,,178,178,178,178,177,Medium Fast,0,0,0,0,1,1,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/3/3b/F0038.png,70,73|73|73|73|73|73|73|73|73,76|76|76|76|76|76|76|76|76,75|75|75|75|75|75|75|75|75,81|81|81|81|81|81|81|81|81,100|100|100|100|100|100|100|100|100,100|100|100|100|100|100|100|100|100,505|505|505|505|505|505|505|505|505,Yellow
#0038,Ninetales,Alolan Ninetales,Fox Pokémon,Generation VII,Ice,Fairy,Snow Cloak,,Snow Warning,,0.25,0.75,75,Field,,20,43,1.1,43.9,19.9,,,178,178,178,178,177,Medium Fast,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/3/3b/F0038.png,70,||||||73|73|73,||||||67|67|67,||||||75|75|75,||||||81|81|81,||||||100|100|100,||||||109|109|109,||||||505|505|505,Blue
#0039,Jigglypuff,,Balloon Pokémon,Generation I,Normal,Fairy,Cute Charm,Competitive,Friend Guard,,0.25,0.75,170,Fairy,,10,20,0.5,12.1,5.5,,,76,76,76,76,95,Fast,2,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/e/e4/F0039.png,70,115|115|115|115|115|115|115|115|115,45|45|45|45|45|45|45|45|45,20|20|20|20|20|20|20|20|20,45|45|45|45|45|45|45|45|45,25|25|25|25|25|25|25|25|25,20|20|20|20|20|20|20|20|20,270|270|270|270|270|270|270|270|270,Pink
#0040,Wigglytuff,,Balloon Pokémon,Generation I,Normal,Fairy,Cute Charm,Competitive,Frisk,,0.25,0.75,50,Fairy,,10,39,1.0,26.5,12.0,,,109,109,109,109,196,Fast,3,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/d/d1/F0040.png,70,140|140|140|140|140|140|140|140|140,70|70|70|70|70|70|70|70|70,45|45|45|45|45|45|45|45|45,75|75|75|75|75|75|75|75|75,50|50|50|50|50|50|50|50|50,45|45|45|45|45|45|45|45|45,425|425|425|425|425|425|425|425|425,Pink
#0041,Zubat,,Bat Pokémon,Generation I,Poison,Flying,Inner Focus,,Infiltrator,,0.5,0.5,255,Flying,,15,31,0.8,16.5,7.5,,,54,54,54,54,49,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/6/6d/F0041.png,70,40|40|40|40|40|40|40|40|40,45|45|45|45|45|45|45|45|45,35|35|35|35|35|35|35|35|35,30|30|30|30|30|30|30|30|30,40|40|40|40|40|40|40|40|40,55|55|55|55|55|55|55|55|55,245|245|245|245|245|245|245|245|245,Purple
#0042,Golbat,,Bat Pokémon,Generation I,Poison,Flying,Inner Focus,,Infiltrator,,0.5,0.5,90,Flying,,15,63,1.6,121.3,55.0,,,171,171,171,171,159,Medium Fast,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/e/ec/F0042.png,70,75|75|75|75|75|75|75|75|75,80|80|80|80|80|80|80|80|80,70|70|70|70|70|70|70|70|70,65|65|65|65|65|65|65|65|65,75|75|75|75|75|75|75|75|75,90|90|90|90|90|90|90|90|90,455|455|455|455|455|455|455|455|455,Purple
#0043,Oddish,,Weed Pokémon,Generation I,Grass,Poison,Chlorophyll,,Run Away,,0.5,0.5,255,Grass,,20,20,0.5,11.9,5.4,,,78,78,78,78,64,Medium Slow,0,0,0,1,0,0,https://archives.bulbagarden.net/media/upload/b/bc/Body07.png,https://archives.bulbagarden.net/media/upload/d/d7/F0043.png,70,45|45|45|45|45|45|45|45|45,50|50|50|50|50|50|50|50|50,55|55|55|55|55|55|55|55|55,75|75|75|75|75|75|75|75|75,65|65|65|65|65|65|65|65|65,30|30|30|30|30|30|30|30|30,320|320|320|320|320|320|320|320|320,Blue
#0044,Gloom,,Weed Pokémon,Generation I,Grass,Poison,Chlorophyll,,Stench,,0.5,0.5,120,Grass,,20,31,0.8,19.0,8.6,,,132,132,132,132,138,Medium Slow,0,0,0,2,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/4/4e/F0044.png,70,60|60|60|60|60|60|60|60|60,65|65|65|65|65|65|65|65|65,70|70|70|70|70|70|70|70|70,85|85|85|85|85|85|85|85|85,75|75|75|75|75|75|75|75|75,40|40|40|40|40|40|40|40|40,395|395|395|395|395|395|395|395|395,Blue
#0045,Vileplume,,Flower Pokémon,Generation I,Grass,Poison,Chlorophyll,,Effect Spore,,0.5,0.5,45,Grass,,20,47,1.2,41.0,18.6,,,184,184,184,184,221,Medium Slow,0,0,0,3,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/f/f2/F0045.png,70,75|75|75|75|75|75|75|75|75,80|80|80|80|80|80|80|80|80,85|85|85|85|85|85|85|85|85,100|100|100|100|100|100|100|100|100,90|90|90|90|90|90|90|90|90,50|50|50|50|50|50|50|50|50,480|480|480|480|480|480|480|480|480,Red
#0046,Paras,,Mushroom Pokémon,Generation I,Bug,Grass,Effect Spore,Dry Skin,Damp,,0.5,0.5,190,Bug,Grass,20,12,0.3,11.9,5.4,,,70,70,70,70,57,Medium Fast,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/4b/Body14.png,https://archives.bulbagarden.net/media/upload/f/f6/F0046.png,70,35|35|35|35|35|35|35|35|35,70|70|70|70|70|70|70|70|70,55|55|55|55|55|55|55|55|55,45|45|45|45|45|45|45|45|45,55|55|55|55|55|55|55|55|55,25|25|25|25|25|25|25|25|25,285|285|285|285|285|285|285|285|285,Red
#0047,Parasect,,Mushroom Pokémon,Generation I,Bug,Grass,Effect Spore,Dry Skin,Damp,,0.5,0.5,75,Bug,Grass,20,39,1.0,65.0,29.5,,,128,128,128,128,142,Medium Fast,0,2,1,0,0,0,https://archives.bulbagarden.net/media/upload/4/4b/Body14.png,https://archives.bulbagarden.net/media/upload/4/40/F0047.png,70,60|60|60|60|60|60|60|60|60,95|95|95|95|95|95|95|95|95,80|80|80|80|80|80|80|80|80,60|60|60|60|60|60|60|60|60,80|80|80|80|80|80|80|80|80,30|30|30|30|30|30|30|30|30,405|405|405|405|405|405|405|405|405,Red
#0048,Venonat,,Insect Pokémon,Generation I,Bug,Poison,Compound Eyes,Tinted Lens,Run Away,,0.5,0.5,190,Bug,,20,39,1.0,66.1,30.0,,,75,75,75,75,61,Medium Fast,0,0,0,0,1,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/3/37/F0048.png,70,60|60|60|60|60|60|60|60|60,55|55|55|55|55|55|55|55|55,50|50|50|50|50|50|50|50|50,40|40|40|40|40|40|40|40|40,55|55|55|55|55|55|55|55|55,45|45|45|45|45|45|45|45|45,305|305|305|305|305|305|305|305|305,Purple
#0049,Venomoth,,Poison Moth Pokémon,Generation I,Bug,Poison,Shield Dust,Tinted Lens,Wonder Skin,,0.5,0.5,75,Bug,,20,59,1.5,27.6,12.5,,,138,138,138,138,158,Medium Fast,0,0,0,1,0,1,https://archives.bulbagarden.net/media/upload/0/09/Body13.png,https://archives.bulbagarden.net/media/upload/b/bd/F0049.png,70,70|70|70|70|70|70|70|70|70,65|65|65|65|65|65|65|65|65,60|60|60|60|60|60|60|60|60,90|90|90|90|90|90|90|90|90,75|75|75|75|75|75|75|75|75,90|90|90|90|90|90|90|90|90,450|450|450|450|450|450|450|450|450,Purple
#0050,Diglett,,Mole Pokémon,Generation I,Ground,,Sand Veil,Arena Trap,Sand Force,,0.5,0.5,255,Field,,20,8,0.2,1.8,0.8,,,81,81,81,81,53,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/d/da/Body05.png,https://archives.bulbagarden.net/media/upload/5/5e/F0050.png,70,10|10|10|10|10|10|10|10|10,55|55|55|55|55|55|55|55|55,25|25|25|25|25|25|25|25|25,35|35|35|35|35|35|35|35|35,45|45|45|45|45|45|45|45|45,95|95|95|95|95|95|95|95|95,265|265|265|265|265|265|265|265|265,Brown
#0050,Diglett,Alolan Diglett,Mole Pokémon,Generation VII,Ground,Steel,Sand Veil,Tangling Hair,Sand Force,,0.5,0.5,255,Field,,20,8,0.2,2.2,1.0,,,81,81,81,81,53,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/d/da/Body05.png,https://archives.bulbagarden.net/media/upload/5/5e/F0050.png,70,||||||10|10|10,||||||55|55|55,||||||30|30|30,||||||35|35|35,||||||45|45|45,||||||90|90|90,||||||265|265|265,Brown
#0051,Dugtrio,,Mole Pokémon,Generation I,Ground,,Sand Veil,Arena Trap,Sand Force,,0.5,0.5,50,Field,,20,28,0.7,73.4,33.3,,,153,153,153,153,149,Medium Fast,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/3/36/Body11.png,https://archives.bulbagarden.net/media/upload/0/03/F0051.png,70,35|35|35|35|35|35|35|35|35,80|80|80|80|80|80|100|100|100,50|50|50|50|50|50|50|50|50,50|50|50|50|50|50|50|50|50,70|70|70|70|70|70|70|70|70,120|120|120|120|120|120|120|120|120,405|405|405|405|405|405|425|425|425,Brown
#0051,Dugtrio,Alolan Dugtrio,Mole Pokémon,Generation VII,Ground,Steel,Sand Veil,Tangling Hair,Sand Force,,0.5,0.5,50,Field,,20,28,0.7,146.8,66.6,,,153,153,153,153,149,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/3/36/Body11.png,https://archives.bulbagarden.net/media/upload/0/03/F0051.png,70,||||||35|35|35,||||||100|100|100,||||||60|60|60,||||||50|50|50,||||||70|70|70,||||||110|110|110,||||||425|425|425,Brown
#0052,Meowth,,Scratch Cat Pokémon,Generation I,Normal,,Pickup,Technician,,,0.5,0.5,255,Field,,20,16,0.4,9.3,4.2,,,69,69,69,69,58,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/d/df/F0052.png,70,40|40|40|40|40|40|40|40|40,45|45|45|45|45|45|45|45|45,35|35|35|35|35|35|35|35|35,40|40|40|40|40|40|40|40|40,40|40|40|40|40|40|40|40|40,90|90|90|90|90|90|90|90|90,290|290|290|290|290|290|290|290|290,Yellow
#0052,Meowth,Galarian Meowth,Scratch Cat Pokémon,Generation VIII,Steel,,Pickup,Tough Claws,Unnerve,,0.5,0.5,255,Field,,20,16,0.4,16.5,7.5,,,69,69,69,69,58,Medium Fast,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/d/df/F0052.png,70,|||||||50|50,|||||||65|65,|||||||55|55,|||||||40|40,|||||||40|40,|||||||40|40,|||||||290|290,Brown
#0052,Meowth,Alolan Meowth,Scratch Cat Pokémon,Generation VII,Dark,,Pickup,Technician,Rattled,,0.5,0.5,255,Field,,20,16,0.4,9.3,4.2,,,69,69,69,69,58,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/d/df/F0052.png,70,||||||40|40|40,||||||35|35|35,||||||35|35|35,||||||50|50|50,||||||40|40|40,||||||90|90|90,||||||290|290|290,Blue
#0052,Meowth,Gigantamax Meowth,Scratch Cat Pokémon,Generation VIII,Normal,,Pickup,Technician,Unnerve,,0.5,0.5,255,Field,,20,1299,33.0,9.3,4.2,,,69,69,69,69,58,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/d/df/F0052.png,70,|||||||40|40,|||||||45|45,|||||||35|35,|||||||40|40,|||||||40|40,|||||||90|90,|||||||290|290,Yellow
#0053,Persian,,Classy Cat Pokémon,Generation I,Normal,,Limber,Technician,Unnerve,,0.5,0.5,90,Field,,20,39,1.0,70.5,32.0,,,148,148,148,148,154,Medium Fast,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/1/10/F0053.png,70,65|65|65|65|65|65|65|65|65,70|70|70|70|70|70|70|70|70,60|60|60|60|60|60|60|60|60,65|65|65|65|65|65|65|65|65,65|65|65|65|65|65|65|65|65,115|115|115|115|115|115|115|115|115,440|440|440|440|440|440|440|440|440,Yellow
#0053,Persian,Alolan Persian,Classy Cat Pokémon,Generation VII,Dark,,Fur Coat,Technician,Rattled,,0.5,0.5,90,Field,,20,43,1.1,72.8,33.0,,,148,148,148,148,154,Medium Fast,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/1/10/F0053.png,70,||||||65|65|65,||||||60|60|60,||||||60|60|60,||||||75|75|75,||||||65|65|65,||||||115|115|115,||||||440|440|440,Blue
#0054,Psyduck,,Duck Pokémon,Generation I,Water,,Damp,Cloud Nine,Swift Swim,,0.5,0.5,190,Water 1,Field,20,31,0.8,43.2,19.6,,,80,80,80,80,64,Medium Fast,0,0,0,1,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/b/ba/F0054.png,70,50|50|50|50|50|50|50|50|50,52|52|52|52|52|52|52|52|52,48|48|48|48|48|48|48|48|48,65|65|65|65|65|65|65|65|65,50|50|50|50|50|50|50|50|50,55|55|55|55|55|55|55|55|55,320|320|320|320|320|320|320|320|320,Yellow
#0055,Golduck,,Duck Pokémon,Generation I,Water,,Damp,Cloud Nine,Swift Swim,,0.5,0.5,75,Water 1,Field,20,67,1.7,168.9,76.6,,,174,174,174,174,175,Medium Fast,0,0,0,2,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/7/72/F0055.png,70,80|80|80|80|80|80|80|80|80,82|82|82|82|82|82|82|82|82,78|78|78|78|78|78|78|78|78,95|95|95|95|95|95|95|95|95,80|80|80|80|80|80|80|80|80,85|85|85|85|85|85|85|85|85,500|500|500|500|500|500|500|500|500,Blue
#0056,Mankey,,Pig Monkey Pokémon,Generation I,Fighting,,Vital Spirit,Anger Point,Defiant,,0.5,0.5,190,Field,,20,20,0.5,61.7,28.0,,,74,74,74,74,61,Medium Fast,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/f/f8/F0056.png,70,40|40|40|40|40|40|40|40|40,80|80|80|80|80|80|80|80|80,35|35|35|35|35|35|35|35|35,35|35|35|35|35|35|35|35|35,45|45|45|45|45|45|45|45|45,70|70|70|70|70|70|70|70|70,305|305|305|305|305|305|305|305|305,Brown
#0057,Primeape,,Pig Monkey Pokémon,Generation I,Fighting,,Vital Spirit,Anger Point,Defiant,,0.5,0.5,75,Field,,20,39,1.0,70.5,32.0,,,149,149,149,149,159,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/87/F0057.png,70,65|65|65|65|65|65|65|65|65,105|105|105|105|105|105|105|105|105,60|60|60|60|60|60|60|60|60,60|60|60|60|60|60|60|60|60,70|70|70|70|70|70|70|70|70,95|95|95|95|95|95|95|95|95,455|455|455|455|455|455|455|455|455,Brown
#0058,Growlithe,,Puppy Pokémon,Generation I,Fire,,Intimidate,Flash Fire,Justified,,0.75,0.25,190,Field,,20,28,0.7,41.9,19.0,,,91,91,91,91,70,Slow,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/82/F0058.png,70,55|55|55|55|55|55|55|55|55,70|70|70|70|70|70|70|70|70,45|45|45|45|45|45|45|45|45,70|70|70|70|70|70|70|70|70,50|50|50|50|50|50|50|50|50,60|60|60|60|60|60|60|60|60,350|350|350|350|350|350|350|350|350,Brown
#0058,Growlithe,Hisuian Growlithe,Scout Pokémon,Generation VIII,Fire,Rock,Intimidate,Flash Fire,Rock Head,,0.75,0.25,190,Field,,20,31,0.8,50.0,22.7,,,91,91,91,91,70,Slow,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/82/F0058.png,70,|||||||60|60,|||||||75|75,|||||||45|45,|||||||65|65,|||||||50|50,|||||||55|55,|||||||350|350,Brown
#0059,Arcanine,,Legendary Pokémon,Generation I,Fire,,Intimidate,Flash Fire,Justified,,0.75,0.25,75,Field,,20,75,1.9,341.7,155.0,,,213,213,213,213,194,Slow,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/1/12/F0059.png,70,90|90|90|90|90|90|90|90|90,110|110|110|110|110|110|110|110|110,80|80|80|80|80|80|80|80|80,100|100|100|100|100|100|100|100|100,80|80|80|80|80|80|80|80|80,95|95|95|95|95|95|95|95|95,555|555|555|555|555|555|555|555|555,Brown
#0059,Arcanine,Hisuian Arcanine,Legendary Pokémon,Generation VIII,Fire,Rock,Intimidate,Flash Fire,Rock Head,,0.75,0.25,75,Field,,20,79,2.0,370.4,168.0,,,213,213,213,213,194,Slow,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/1/12/F0059.png,70,|||||||95|95,|||||||115|115,|||||||80|80,|||||||95|95,|||||||80|80,|||||||90|90,|||||||555|555,Brown
#0060,Poliwag,,Tadpole Pokémon,Generation I,Water,,Water Absorb,Damp,Swift Swim,,0.5,0.5,255,Water 1,,20,24,0.6,27.3,12.4,,,77,77,77,77,60,Medium Slow,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/b/bc/Body07.png,https://archives.bulbagarden.net/media/upload/d/db/F0060.png,70,40|40|40|40|40|40|40|40|40,50|50|50|50|50|50|50|50|50,40|40|40|40|40|40|40|40|40,40|40|40|40|40|40|40|40|40,40|40|40|40|40|40|40|40|40,90|90|90|90|90|90|90|90|90,300|300|300|300|300|300|300|300|300,Blue
#0061,Poliwhirl,,Tadpole Pokémon,Generation I,Water,,Water Absorb,Damp,Swift Swim,,0.5,0.5,120,Water 1,,20,39,1.0,44.1,20.0,,,131,131,131,131,135,Medium Slow,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/f/f1/F0061.png,70,65|65|65|65|65|65|65|65|65,65|65|65|65|65|65|65|65|65,65|65|65|65|65|65|65|65|65,50|50|50|50|50|50|50|50|50,50|50|50|50|50|50|50|50|50,90|90|90|90|90|90|90|90|90,385|385|385|385|385|385|385|385|385,Blue
#0062,Poliwrath,,Tadpole Pokémon,Generation I,Water,Fighting,Water Absorb,Damp,Swift Swim,,0.5,0.5,45,Water 1,,20,51,1.3,119.0,54.0,,,185,185,185,185,230,Medium Slow,0,0,3,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/e/e9/F0062.png,70,90|90|90|90|90|90|90|90|90,85|85|85|85|85|95|95|95|95,95|95|95|95|95|95|95|95|95,70|70|70|70|70|70|70|70|70,90|90|90|90|90|90|90|90|90,70|70|70|70|70|70|70|70|70,500|500|500|500|500|510|510|510|510,Blue
#0063,Abra,,Psi Pokémon,Generation I,Psychic,,Synchronize,Inner Focus,Magic Guard,,0.75,0.25,200,Human-Like,,20,35,0.9,43.0,19.5,,,73,73,73,75,62,Medium Slow,0,0,0,1,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/9/9a/F0063.png,70,25|25|25|25|25|25|25|25|25,20|20|20|20|20|20|20|20|20,15|15|15|15|15|15|15|15|15,105|105|105|105|105|105|105|105|105,55|55|55|55|55|55|55|55|55,90|90|90|90|90|90|90|90|90,310|310|310|310|310|310|310|310|310,Brown
